X Field,X轴字段
"For performance, only the first 100 rows were processed.",考虑到系统性能，仅处理了前100行。
Exam,考试
Examination Result,考试成绩
Resistant,耐
Consumables,耗材
Consumables Invoice Separately,耗材单独发票
Consumable Cost,耗材成本
Chat,聊天
Chat Token,聊天令牌
Chat messages and other notifications.,聊天信息和其他通知。
Chat Operators,聊天客服
Chat Room,聊天室
Chat Room Name,聊天室名称
Chat Room User,聊天室用户
Room Type,聊天室类型
Bot,聊天机器人
Chat Profile,聊天档案
Chat Message,聊天消息
Chat Message Attachment,聊天消息附件
Chat Type,聊天类型
Chat Background,聊天背景
Occupation,职业
Occupational Hazards and Environmental Factors,职业危害与环境因素
Designation,职位
Job Title,职位名称
Job Description,职位描述
Number of positions cannot be less then current count of employees,职位数量不能少于当前员工人数
Job Opening,职位空缺
Vacancies,职位空缺
Grade,职级
Responsibilities,职责
UK,联合王国
Contact HTML,联系HTML
Contact,联系人
Contact Person,联系人
Contacts,联系人
Contact,联系人
Contact Details,联系人信息
CONTACT INFORMATION,联系人信息
Contact Desc,联系人倒序
Contact List,联系人列表
Contacts and Address,联系人和地址
Contact Name,联系人姓名
No contacts added yet.,未添加联系人。
Contact Mobile No,联系人手机号
Contact No.,联系人电话
Contact Email,联系人电邮
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.",联系人选项，如“销售查询，支持查询”等每个新行或以逗号分隔。
Contact Information,联系信息
Contact Us,联系我们
Contact Us Settings,联系我们设置
Introductory information for the Contact Us Page,联系我们页面的介绍信息
Settings for Contact Us Page,联系我们页面的设置
Settings for Contact Us Page.,联系我们页面的设置。
Contact Info,联系方式
Contact Number,联系电话
Number of Interaction,联络次数
From Shareholder,股东
Shareholder,股东
The shareholder does not belong to this company,股东不属于这家公司
The shares don't exist with the {0},股份不存在{0}
Share Ledger,股份台账
The shares already exist,股份已经存在
No of Shares,股份数目
The number of shares and the share numbers are inconsistent,股份数量和股票数量不一致
Share Management,股份管理
Share Transfer,股份转让
Dividends Paid,股利支付
Capital Stock,股本
Fertilizer,肥料
Fertilizer Name,肥料名称
Fertilizer Content,肥料含量
Fertilizer Contents,肥料含量
Soap & Detergent,肥皂和洗涤剂
Bloated,胀
Background,背景
Background Image,背景图片
Background Style,背景样式
Background Color,背景颜色
Energy,能源
Energy Points,能量点
Point Allocation Periodicity,能量点分派频率
Energy Point Leaderboard,能量点排行榜
Energy Point Log,能量点日志
Energy point update,能量点更新
Energy Point Rule,能量点规则
Energy Point Settings,能量点设置
Script,脚本
Script Code,脚本代码
Script or Query reports,脚本或查询报表
DocType Event,单据事件
Script Report,脚本报表
Script Manager,脚本管理员
Script Type,脚本类型
Script URL,脚本网址
Very Coated,腐腻
Abdomen,腹部
Custom DocPerm,自DocPerm
Auto,自动
Automatically Assign Documents to Users,自动为用户分派单据
Log of error on automated events (scheduler).,自动事件的错误日志。
Auto Leave Encashment,自动休假折现
Grace Period Settings For Auto Attendance,自动出勤宽限期设置
Auto Attendance Settings,自动出勤设置
Automation,自动分派
Auto assignment failed: {0},自动分派失败：{0}
Allocate Advances Automatically (FIFO),自动分配预付（先进先出）
Auto Created,自动创建
Automatically Create New Batch,自动创建新批
Auto insert Price List rate if missing,自动创建物料价格主数据（仅针对新物料首次交易手工输入价格）
Automation,自动化
Invoice Appointments Automatically,自动发票预约
Auto Email Report,自动发邮件-报表
Email Digest,自动发邮件-统计信息
Email Digest Settings,自动发邮件-统计信息 设置
Email Digest: ,自动发邮件-统计信息：
Auto Reply Message,自动回复留言
Automatic Reconciliation,自动对账
Update BOM Cost Automatically,自动更新BOM成本
Auto Material Request,自动物料需求
Book Asset Depreciation Entry Automatically,自动生成固定资产折旧凭证
Notify by Email on creation of automatic Material Request,自动生成物料需求时发送邮件通知
Auto Name,自动编号
Email Digest:,自动电子邮件(统计信息)：
Manage Appointment Invoice Automatically,自动管理预约发票
Automatically Fetch Payment Terms,自动获取付款条款
Automatically triggers the feedback request based on conditions.,自动触发基于条件的反馈请求。
Auto Repeat,自动重复
Auto Repeat Detail,自动重复明细
Subscription,订阅
Auto Repeat has been {0},自动重复已经{0}
Auto repeat document updated,自动重复单据已更新
Auto Repeat Schedule,自动重复计划
Auto Repeat Section,自动重复
Auto re-order,自动重订货
Self-Study,自学
Custom,自定义
Custom CSS,自定义CSS
Custom HTML,自定义HTML
Custom HTML Help,自定义HTML帮助
Custom JS,自定义JS
Customize Homepage Sections,自定义主页部分
Custom Column,自定义列
Custom Base URL,自定义基准网址
Custom Field,自定义字段
Custom Fields can only be added to a standard DocType.,自定义字段只能添加到标准DocType。
Custom Fields cannot be added to core DocTypes.,自定义字段无法添加到核心DocType。
Customize the introductory text that goes as a part of that email. Each transaction has a separate introductory text.,自定义嵌入邮件的简介文本，每类业务都会自己的简介。
Custom Sidebar Menu,自定义工具栏菜单
"Customized Formats for Printing, Email",自定义打印格式，电子邮件
Custom Report,自定义报表
Custom Reports,自定义报表
Custom Data,自定义数据
Custom Tags,自定义标签
"Customize Label, Print Hide, Default etc.",自定义标签，打印隐藏，默认值等。
Custom CSS,自定义样式
Custom Format,自定义格式
Custom Message,自定义消息
Custom Signature in Print,自定义签名打印
Custom Result,自定义结果
Custom Script,Javascript脚本
Wrong fieldname <b>{0}</b> in add_fetch configuration of custom script,自定义脚本的add_fetch配置中的字段名为<b>{0}</b>
Custom Menu Items,自定义菜单项
Customizing Forms,自定义表单
Custom Role,自定义角色
Customize the Notification,自定义通知
Customizations Reset,自定义重置
Custom?,自定义？
Names and surnames by themselves are easy to guess.,自己名字和姓氏很容易被猜到。
Walk In,自行上门
Self-Driving Vehicle,自驾车
 to ,至
To No,至No
To Address 1,致地址1
To Address 2,致地址2
Tongue,舌
Rounding Adjustment,小数精度尾差调整
Aerospace,航天
Airline,航空公司
Ship,船
tint,色彩
Section Header,节标题
Section Heading,节标题
Section Leader,节标题
Throttled,节流
"To merge, following properties must be same for both items",若要合并，两个物料的以下属性必须相同
Hero Image,英雄形象
Range,范围
Scope,范围
Scopes,范围
Draft,草稿
Drug Code,药品代码
Medical Code,药品代码
Medical Code Standard,药品代码标准
Drug,药物
Drug Prescription,药物处方
Medication,药物治疗
Get from,选
Get Invocies,获取Invocies
Get Alerts for Today,获取今天的预警通知
Get Payment Entries,选收付款凭证
Payment Entry has been modified after you pulled it. Please pull it again.,选择收付款凭证后有修改，请重新选取。
Get Suppliers,选供应商
Get Entries,选凭证
Get Invoices,选发票
Get Employees,获取员工
Select an employee to get the employee advance.,获取员工预支前请先选择员工。
Fetch Images,获取图像
Parent is required to get child table data,获取子表数据时需要父(parent)信息
Get Fields,选字段
Get Students,选学生
Fetch exploded BOM (including sub-assemblies),选物料清单底层物料（括子装配件）
Get Advances Paid,选已付预付款
Get Advances Received,选已收预付款
Get Current Stock,刷新当前库存
Get Outstanding Invoice,选未关闭订单或发票
Fetch Data,获取数据
Get Updates,获取更新
Get Latest Query,获取最新查询
Get Outstanding Invoices,选未付发票
Get Unreconciled Entries,选未核销凭证
Get Template,选模板
Get Items,选物料
Get Items From,选物料
Get Item Locations,分配可拣货仓
Get Material Request,获取物料需求
Get Items For Work Order,选生产工单物料
Get Raw Materials For Production,计算原材料需求
Get Contacts,选联系人
Get prescribed procedures,获取规定的程序
Fetch Subscription Updates,获取订阅更新
Fetching records......,选记录......
Get Courses,获取课程
Get Sales Orders,获取销售订单
Achievement,获奖情况
gained {0} points,获得{0}分
Get Suppliers By,获得供应商
Menu,菜单
Nutrition Values,营养状况
Head of Marketing and Sales,营销和销售主管
Blue,蓝色
Salary Details,薪资信息
Payroll Employee Detail,薪资员工详细信息
Component,薪资构成
Salary Component Account,薪资构成科目
Salary Component,薪资构成项
Maximum amount eligible for the component {0} exceeds {1},薪资构成项{0}的最高允许金额超过{1}
Salary Component Type,薪资构成项类型
Salary Structure,薪资结构
Salary Structure Assignment,薪资结构分配
Salary Structure Employee,薪资结构员工
Salary Structure should have flexible benefit component(s) to dispense benefit amount,薪资结构应该包括弹性福利项以分配福利金额
Payroll Settings,薪资设置
Salary Detail,薪资详细信息
Salary Structure must be submitted before submission of Tax Ememption Declaration,薪酬结构必须在提交免税申报之前提交
Net Cash from Financing,融资净现金
Cash Flow from Financing,融资现金流
Blood Pressure,血压
Blood Pressure (systolic),血压（收缩）
Blood Pressure (diastolic),血压（舒张）
Blood Group,血型
Row,行
Incorrect value in row {0}: {1} must be {2} {3},行{0}中的值有错误，{1}必须是{2} {3}
Submitted Document cannot be converted back to draft. Transition row {0},行{0}中的已提交的单据不能转换为草稿。
Charge of type 'Actual' in row {0} cannot be included in Item Rate,行{0}中的收取类型“实际”不能有“物料税率”
Target warehouse in row {0} must be same as Work Order,行{0}中的收料仓必须与工单相同
Quantity in row {0} ({1}) must be same as manufactured quantity {2},行{0}中的数量({1})必须等于完工数量{2}
Item or Warehouse for row {0} does not match Material Request,行{0}中的物料或仓库与物料需求不符
Conversion factor for default Unit of Measure must be 1 in row {0},行{0}中默认单位的转换系数必须是1
